datetime,stock_code,stock_name,title,content,source
2026-02-28 21:50:20,000858,五粮液,,【五粮液就董事长被留置发布公告】五粮液公告：公司于近日收到中国共产党宜宾市纪律检查委员会、宜宾市监察委员会关于公司董事长曾从钦的《立案通知书》及宜宾市监察委员会的《留置通知书》。截至本公告日，公司其他董事和高级管理人员均正常履职，生产经营情况正常。公司已对相关事项做了妥善安排，日常经营管理由高管团队负责，上述事项不会对公司生产经营产生重大影响。,sina
2026-02-28 21:48,000858,五粮液,五粮液：董事长曾从钦被留置，经营正常,五粮液公告，公司近日收到中国共产党宜宾市纪律检查委员会、宜宾市监察委员会出具的《立案通知书》和《留置通知书》，公司董事长曾从钦被留置。截至本公告日，公司其他董事和高级管理人员均正常履职，生产经营正常，公司已由高管团队负责日常经...,10jqka
2026-02-28 21:47:46,000858,五粮液,五粮液就董事长被留置发布公告,五粮液公告：公司于近日收到中国共产 党宜宾市纪律检查委员会、宜宾市监察委员会关于公司董事长曾从钦 的《立案通知书》及宜宾市监察委员会的《留置通知书》。截至本公告日，公司其他董事和高级管理人员均正常履职，生产 经营情况正常。公司已对相关事项做了妥善安排，日常经营管理由高 管团队负责，上述事项不会对公司生产经营产生重大影响。,wallstreetcn
2026-02-28 21:43:59,600010,包钢股份,包钢股份安排2026年3月生产计划,云财经讯，2月28日，包钢股份2026年3月份生产计划会在指挥中心召开。会议全面总结了2月份生产经营情况，并对3月份生产计划进行了系统安排与部署。会议要求，要进一步解放思想、主动担当，全力以赴调结构、提指标、降库存、增收入、优采购，群策群力稳定经营局面。要着眼长远，积极转变思维模式、工作模式和经营模式，将各项决策部署转化为具体举措，争取最优经营成果。要抓好生产检修平衡，优化产线检修安排，科学制定检修安全管理方案，严格落实检修作业安全措施。要主动出击开拓市场，明确任务、强化激励、动态调度，全力开拓市场空间。要列出重点基建技改“施工图”，加快推进压力管道治理、重点产品质量攻关、数智化项目建设、非计...,yuncaijing
2026-02-28 21:41:35,600010,包钢股份,,【包钢股份安排2026年3月生产计划】2月28日，包钢股份2026年3月份生产计划会在指挥中心召开。会议全面总结了2月份生产经营情况，并对3月份生产计划进行了系统安排与部署。会议要求，要进一步解放思想、主动担当，全力以赴调结构、提指标、降库存、增收入、优采购，群策群力稳定经营局面。要着眼长远，积极转变思维模式、工作模式和经营模式，将各项决策部署转化为具体举措，争取最优经营成果。要抓好生产检修平衡，优化产线检修安排，科学制定检修安全管理方案，严格落实检修作业安全措施。要主动出击开拓市场，明确任务、强化激励、动态调度，全力开拓市场空间。要列出重点基建技改“施工图”，加快推进压力管道治理、重点产品质量攻关、数智化项目建设、非计划品资源化利用等关键项目落地实施。要深入推进提升党员干部执行力、现场管理、重点领域管理提升等专项工作，以作风转变推动管理升级，以管理升级提升经营质效。(包钢股份官微),sina
2026-02-28 21:41,600010,包钢股份,包钢股份安排2026年3月生产计划,2月28日，包钢股份2026年3月份生产计划会在指挥中心召开。会议全面总结了2月份生产经营情况，并对3月份生产计划进行了系统安排与部署。会议要求，要进一步解放思想、主动担当，全力以赴调结构、提指标、降库存、增收入、优采购，群策群力稳定经...,10jqka
2026-02-28 21:23:47,601066,中信建投,中信建投：持续推荐AI算力板块,【中信建投：持续推荐AI算力板块】中信建投证券发布研报称，近期算力板块走势波动，中信建投认为，调整是投资机会。,eastmoney
2026-02-28 21:23:27,601066,中信建投,,【中信建投：持续推荐AI算力板块】中信建投证券发布研报称，近期算力板块走势波动，中信建投认为，调整是投资机会。一方面，中信建投持续推荐AI算力板块，包括北美算力产业链与国内算力产业链的核心公司；另一方面，中信建投也建议关注AI应用板块，特别是端侧AI Agent的进展。此外，中信建投表示，关注可能边际改善的海缆及光纤光缆板块、军工通信及商业航天板块、量子科技板块。,sina
2026-02-28 21:15:29,601111,中国国航,国航发布涉迪拜、阿布扎比、利雅得航线进出港航班客票特殊处置方案,云财经讯，中国国航发布通知称，受相关地区局势影响，为协助旅客更好地安排出行，现发布国航涉及迪拜、阿布扎比、利雅得航线进出港航班客票特殊处置方案，具体内容如下：一、适用条件，客票同时满足以下三点：（一）在2026年2月28日20时（含）前购买或换开产生新票号的国航999开头的客票（包括里程奖励客票）；（二）客票未使用行程涉及旅行日期为2026年2月28日（含）至2026年3月15日（含）之间迪拜、阿布扎比、利雅得进出港的国航实际承运航班和挂CA航班号的代码共享航班；（三）在2026年2月28日0时（含）以后申请客票变更或退票（以取消客票订座时间为准）。二、客票变更及退票规则，如您未确定新的旅行时...,yuncaijing
2026-02-28 21:07:37,601111,中国国航,,【国航发布涉迪拜、阿布扎比、利雅得航线进出港航班客票特殊处置方案】中国国航发布通知称，受相关地区局势影响，为协助旅客更好地安排出行，现发布国航涉及迪拜、阿布扎比、利雅得航线进出港航班客票特殊处置方案，具体内容如下：一、适用条件，客票同时满足以下三点：（一）在2026年2月28日20时（含）前购买或换开产生新票号的国航999开头的客票（包括里程奖励客票）；（二）客票未使用行程涉及旅行日期为2026年2月28日（含）至2026年3月15日（含）之间迪拜、阿布扎比、利雅得进出港的国航实际承运航班和挂CA航班号的代码共享航班；（三）在2026年2月28日0时（含）以后申请客票变更或退票（以取消客票订座时间为准）。二、客票变更及退票规则，如您未确定新的旅行时间，请在航班计划起飞时间前联系原购票渠道、国航客服热线95583或营业网点取消客票订座，待确定新的旅行时间后，按如下规则办理客票变更或退票。（一）客票变更，在客票有效期内，首次变更免收变更手续费，但需收取子舱位差价及淡旺季差价，再次变更需依据客票使用条件办理。（二）退票，您在客票有效期内，可以办理未使用航段退票，免收退票手续费。已按本通知原则办理过变更的客票如申请退票需按客票使用条件办理。（三）变更航程及签转，如您希望变更航程或承运人，建议原客票办理退票后另购新票。三、本通知自2026年2月28日起生效。,sina
2026-02-28 21:07,601111,中国国航,国航发布涉迪拜、阿布扎比、利雅得航线进出港航班客票特...,中国国航发布通知称，受相关地区局势影响，为协助旅客更好地安排出行，现发布国航涉及迪拜、阿布扎比、利雅得航线进出港航班客票特殊处置方案，具体内容如下：一、适用条件，客票同时满足以下三点：（一）在2026年2月28日20时（含）前购买或换开...,10jqka
2026-02-28 20:46:05,000858,五粮液,四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接受审查调查,云财经讯，四川省宜宾五粮液集团有限公司党委书记、董事长，宜宾五粮液股份有限公司党委书记、董事长曾从钦涉嫌严重违纪违法，目前正接受宜宾市纪委监委纪律审查和监察调查。（央视新闻）,yuncaijing
2026-02-28 20:45:14,000858,五粮液,五粮液集团党委书记、董事长曾从钦接受审查调查,五粮液集团党委书记、董事长曾从钦接受审查调查|四川省宜宾五粮液集团有限公司党委书记、董事长，宜宾五粮液股份有限公司党委书记、董事长曾从钦涉嫌严重违纪违法，目前正接受宜宾市纪委监委纪律审查和监察调查。,yicai
2026-02-28 20:44:59,688223,晶科能源,晶科能源组件涨价 平均涨幅约30%至40%,据上证报，2月28日，针对市场流传的组件涨价消息，晶科能源相关负责人回应称，公司组件产品涨价消息属实。具体来看，晶科能源决定自2026年3月起，650瓦以上的飞虎3和其他场景化特殊制程产品将执行涨价计划，相对于前期低点，平均涨幅约30%至40%，本轮组件涨价幅度最高已达50%。,wallstreetcn
2026-02-28 20:43:02,000858,五粮液,四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接受审查调查,【四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接受审查调查】四川省宜宾五粮液集团有限公司党委书记、董事长，宜宾五粮液股份有限公司党委书记、董事长曾从钦涉嫌严重违纪违法，目前正接受宜宾市纪委监委纪律审查和监察调查。,eastmoney
2026-02-28 20:42:41,000858,五粮液,四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接受审查调查,【四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接受审查调查】财联社2月28日电，四川省宜宾五粮液集团有限公司党委书记、董事长，宜宾五粮液股份有限公司党委书记、董事长曾从钦涉嫌严重违纪违法，目前正接受宜宾市纪委监委纪律审查和监察调查。 (央视新闻),cls
2026-02-28 20:42:34,000858,五粮液,四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接受审查调查,四川省宜宾五粮液集团有限公司党委书记、董事长，宜宾五粮液股份有限公司党委书记、董事长曾从钦涉嫌严重违纪违法，目前正接受宜宾市纪委监委纪律审查和监察调查。（央视新闻）,wallstreetcn
2026-02-28 20:42:28,000858,五粮液,,【四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接受审查调查】四川省宜宾五粮液集团有限公司党委书记、董事长，宜宾五粮液股份有限公司党委书记、董事长曾从钦涉嫌严重违纪违法，目前正接受宜宾市纪委监委纪律审查和监察调查。（央视新闻）,sina
2026-02-28 20:42,000858,五粮液,四川省宜宾五粮液集团有限公司党委书记、董事长曾从钦接...,四川省宜宾五粮液集团有限公司党委书记、董事长，宜宾五粮液股份有限公司党委书记、董事长曾从钦涉嫌严重违纪违法，目前正接受宜宾市纪委监委纪律审查和监察调查。（央视新闻）,10jqka
2026-02-28 20:12:31,300033,同花顺,,【马年首周857家公司披露业绩快报，4家净利增速超10倍】马年首周，A股上市公司业绩迎来密集披露。据同花顺iFind统计，截至2月28日，马年首周已有857家A股上市公司披露2025年业绩快报，470家归母净利润实现同比增长，其中电子、机械设备和医药生物行业占比位居前三，分别为97家、77家和69家，具备较强的业绩基本面支撑。营收增长方面，科创板上市的药企海创药业成本周“黑马”。业绩快报显示，海创药业2025年实现营业收入0.21亿元，同比激增5536.26%。增长主要源自其首个1类新药氘恩扎鲁胺软胶囊（项目号：HC-1119）于2025年5月获批上市销售取得的药品销售收入。然而，2025年公司归母净利润仍亏损1.37亿元，不过较去年同期已减亏31.48%。海创药业坦言，虽然产品已上市，但2025年12月才纳入国家医保目录，因价格补差及营销模式调整等因素影响了当期收入确认，且公司仍处于商业化初期，研发与市场投入较大，尚未实现盈利。（21世纪经济报道）,sina
2026-02-28 20:12,300033,同花顺,马年首周857家公司披露业绩快报，4家净利增速超10倍,马年首周，A股上市公司业绩迎来密集披露。据同花顺iFind统计，截至2月28日，马年首周已有857家A股上市公司披露2025年业绩快报，470家归母净利润实现同比增长，其中电子、机械设备和医药生物行业占比位居前三，分别为97家、77家和69家，具备较强...,10jqka
2026-02-28 20:00:02,600010,包钢股份,,本周大盘主力资金累计净流入-775.2亿元，小金属、元件板块净流入居前，个股包钢股份、胜宏科技净流入最多。,sina
2026-02-28 18:03:08,601939,建设银行,,【中国建设银行山西省分行原副行长斛文锋接受审查调查】中央纪委国家监委网站2月28日通报，据中央纪委国家监委驻中国建设银行纪检监察组、山西省纪委监委消息：中国建设银行山西省分行原党委副书记、副行长斛文锋涉嫌严重违纪违法，目前正接受中央纪委国家监委驻中国建设银行纪检监察组纪律审查和山西省监察委员会监察调查。,sina
2026-02-28 17:55:53,601328,交通银行,,【交通银行上海市分行营业部原副总经理梁斌涉嫌严重违纪违法被查】据交通银行上海市分行纪委、上海市黄浦区纪委监委消息：交通银行上海市分行营业部原副总经理梁斌涉嫌严重违纪违法，目前正在接受交通银行上海市分行纪律检查委员会纪律审查和黄浦区监察委员会监察调查。,sina
2026-02-28 16:26,601186,中国铁建,深圳地铁27号线一期工程首批盾构顺利始发,记者从中国铁建股份有限公司了解到，28日，深圳地铁27号线一期工程顺利实现首批两台盾构同步始发，标志着工程建设正式进入隧道掘进阶段。(新华网),10jqka
2026-02-28 15:37:06,688223,晶科能源,,【晶科能源宣布组件涨价】晶科能源陆续通知客户，决定自2026年3月起，650瓦以上的飞虎3和其他场景化特殊制程产品将执行涨价计划，相对于前期低点，平均涨幅约30-40%，本轮组件涨价幅度最高已达50%。,fenghuang
2026-02-28 15:33,688223,晶科能源,晶科能源宣布组件涨价,2月27日，晶科能源陆续通知客户，决定自2026年3月起，650瓦以上的飞虎3和其他场景化特殊制程产品将执行涨价计划，相对于前期低点，平均涨幅约30-40%，本轮组件涨价幅度最高已达50%。（界面新闻）,10jqka
2026-02-28 14:32:16,601878,浙商证券,浙商证券：首予恒源煤电“买入”评级，焦煤底部蓄势待发,云财经讯，浙商证券研报指出，恒源煤电皖北明珠向西扩张，焦煤底部蓄势待发。焦煤作为战略资源，其地位源于稀缺性与不可替代性。美国能源部将炼钢用冶金煤（炼焦煤）列入关键材料清单，印度将炼焦煤纳入关键战略性矿产。根据IEA预测，2025-2030年全球焦煤产量CAGR为-0.7%。重点产焦煤国中国、俄罗斯、澳大利亚、蒙古供给收缩或增量有限。截止2024年底，公司煤炭资源量10.97亿吨，以1/3焦煤为主。参考可比公司2026年平均估值（PE16.8倍），恒源煤电估值偏低。公司立足煤炭主业，外延并购贡献增量确定性强。正值行业底部周期反转，量价齐升，成长显著，首次覆盖给予“买入”评级。,yuncaijing
2026-02-28 14:13:39,601998,中信银行,交银国际：内银经营环境正在改善，建议关注股份制银行的结构性机会,交银国际发表研报指，随着市场主体内生增长动力逐步修复，内银经营环境正在改善。以招商银行、中信银行等为代表的股份制银行2025年经营业绩保持稳健。该行提到，招商银行作为零售业务标竿银行，目前中高端客群风险偏好正在改善，整体收入、净利润等核心指标已录得改善，而中信银行作为传统对公银行，其净利润增长正稳定回升。 该行表示，2026年是十五五计划的开局之年，财政、货币政策进一步发力可望推动企业端信贷需求，改善个人端投资与消费预期，协助银行业务发展稳中向好。同时，净息差企稳，不良率保持低位，亦将支持银行业绩增长。该行认为，在长线资金持续入市过程中，建议专注于基本面稳定、同时股息较高的股份制银行的结构性机会。,jinrongjie
2026-02-28 14:03:57,601818,光大银行,制衣厂老板遭遇“1000万亿欠款”乌龙，光大银行：不清楚原因,云财经讯，广东中山美玉制衣厂老板覃先生在云闪付APP的光大银行信用卡莫名背负1000万亿欠款，直至2023年12月才恢复正常。光大银行相关人士回应，覃先生确实没有逾期。覃先生称，要求银行赔偿陷入僵持。（澎湃新闻）,yuncaijing
2026-02-28 13:34:10,600028,中国石化,广州石化燃料电池氢获清洁氢认证,云财经讯，据中国石化消息，日前，广州石化通过国家氢能及燃料电池汽车示范评价平台“低碳氢、清洁氢及可再生氢标准及评价”认证，获得清洁氢标识，标志着该公司在氢能产业发展领域实现新突破，为以高品质清洁氢产品赋能交通等领域绿色转型奠定基础。该评价标准由中国氢能联盟提出，通过标准形式对氢气生产过程中的碳排放进行量化。广州石化供氢中心燃料电池氢总产能达5100吨/年，产出的燃料电池氢纯度达99.999%，是我国华南地区目前最大的供氢中心。,yuncaijing
2026-02-28 13:33:45,600875,东方电气,东方电气集团：东方电机、东方汽轮机中标2×650兆瓦超超临界机组项目,近日，东方电气集团所属东方电机、东方汽轮机成功中标福建省重点能源项目——泉惠石化工业区热电联产二期工程2×650兆瓦超超临界机组项目。该项目采用“热电联产+园区集中供热”模式，具备大容量、高参数、低能耗、超低排放等核心优势。项目建成后，将为国家级重点化工园区-泉惠石化工业区集中供热，提升区域整体能效水平和促进区域减排，为福建电网提供重要的电源支撑。,jinrongjie
2026-02-28 13:32:13,600875,东方电气,东方电气集团：东方电机、东方汽轮机中标2×650兆瓦超超临界机组项目,【东方电气集团：东方电机、东方汽轮机中标2×650兆瓦超超临界机组项目】近日，东方电气集团所属东方电机、东方汽轮机成功中标福建省重点能源项目——泉惠石化工业区热电联产二期工程2×650兆瓦超超临界机组项目。该项目采用“热电联产+园区集中供热”模式，具备大容量、高参数、低能耗、超低排放等核心优势。项目建成后，将为国家级重点化工园区-泉惠石化工业区集中供热，提升区域整体能效水平和促进区域减排，为福建电网提供重要的电源支撑。,eastmoney
2026-02-28 13:32,600875,东方电气,东方电气集团：东方电机、东方汽轮机中标2×650兆瓦超超...,近日，东方电气集团所属东方电机、东方汽轮机成功中标福建省重点能源项目——泉惠石化工业区热电联产二期工程2×650兆瓦超超临界机组项目。该项目采用“热电联产+园区集中供热”模式，具备大容量、高参数、低能耗、超低排放等核心优势。项目建成...,10jqka
2026-02-28 12:38:06,601166,兴业银行,资金如何“敢下水”“敢游泳” 鲁政委：推进A股稳市机制 不是推涨 而是降低波动,【资金如何“敢下水”“敢游泳” 鲁政委：推进A股稳市机制 不是推涨 而是降低波动】“十五五”规划建议将建设现代化产业体系置于首位，科技创新是核心，而金融支持则是科技创新的重要抓手。兴业银行首席经济学家鲁政委认为，持续完善资本市场稳市机制，降低市场波动率和风险，是吸引资金敢下水、敢游泳的关键。,eastmoney
2026-02-28 11:09:26,000338,潍柴动力,潍柴动力：正在进行固态电池产业化落地研发工作,云财经讯，潍柴动力2月28日在互动平台表示，公司正在进行固态电池产业化落地研发工作，目前没有航空发动机业务。,yuncaijing
2026-02-28 11:02:17,000338,潍柴动力,潍柴动力：正在进行固态电池产业化落地研发工作,潍柴动力2月28日在互动平台表示，公司正在进行固态电池产业化落地研发工作，目前没有航空发动机业务。,jinrongjie
2026-02-28 11:01:17,000338,潍柴动力,,【潍柴动力：正在进行固态电池产业化落地研发工作】潍柴动力2月28日在互动平台表示，公司正在进行固态电池产业化落地研发工作，目前没有航空发动机业务。,fenghuang
2026-02-28 11:01:17,000338,潍柴动力,潍柴动力：正在进行固态电池产业化落地研发工作,【潍柴动力：正在进行固态电池产业化落地研发工作】财联社2月28日电，潍柴动力2月28日在互动平台表示，公司正在进行固态电池产业化落地研发工作，目前没有航空发动机业务。,cls
2026-02-28 11:00:21,000338,潍柴动力,潍柴动力：正在进行固态电池产业化落地研发工作,【潍柴动力：正在进行固态电池产业化落地研发工作】潍柴动力2月28日在互动平台表示，公司正在进行固态电池产业化落地研发工作，目前没有航空发动机业务。,eastmoney
2026-02-28 11:00,000338,潍柴动力,潍柴动力：正在进行固态电池产业化落地研发工作,潍柴动力2月28日在互动平台表示，公司正在进行固态电池产业化落地研发工作，目前没有航空发动机业务。（人民财讯）,10jqka
2026-02-28 10:40:51,601728,中国电信,面壁智能获数亿元融资，中国电信领投,面壁智能获数亿元融资，中国电信领投|今日面壁智能透露完成新一轮融资，本轮融资规模数亿元，由中国电信领投、中信金石、中信私募跟投。其中，中国电信作为战略投资方，将与面壁智能展开深度业务协同。（一财科技）,yicai
2026-02-28 10:36:30,600036,招商银行,齐心集团中标招商银行全行办公用品和营销宣传品项目,齐心集团中标招商银行全行办公用品和营销宣传品项目|近日，齐心集团成功中标招商银行全行办公用品和营销宣传品项目。齐心集团将为招商银行提供从寻源上架到履约配送的一站式数字化采购服务，助力金融行业数智化转型升级。,yicai
2026-02-28 10:16:43,600036,招商银行,齐心集团中标招商银行全行办公用品和营销宣传品项目,近日，齐心集团成功中标招商银行全行办公用品和营销宣传品项目。齐心集团将为招商银行提供从寻源上架到履约配送的一站式数字化采购服务，助力金融行业数智化转型升级。,jinrongjie
2026-02-28 10:15,600036,招商银行,齐心集团中标招商银行全行办公用品和营销宣传品项目,近日，齐心集团成功中标招商银行全行办公用品和营销宣传品项目。齐心集团将为招商银行提供从寻源上架到履约配送的一站式数字化采购服务，助力金融行业数智化转型升级。（人民财讯）,10jqka
2026-02-28 10:13:57,601728,中国电信,面壁智能开年获数亿元融资 中国电信领投,云财经讯，近日，面壁智能完成马年春节之后首轮融资。本轮融资规模数亿元，由中国电信领投、中信金石、中信私募跟投。其中，中国电信作为战略投资方，将与面壁智能展开深度业务协同。中国电信将发挥云（算力）、网、端等方面的优势，面壁智能则依托其在泛司法、汽车、教育等领域的算法落地经验，双方通过优势互补，共同拓宽人工智能技术在更多复杂场景中的研发与应用。,yuncaijing
2026-02-28 10:11:03,300274,阳光电源,阳光电源等成立绿能科技公司,公开资料显示，近日，安徽阳光绿能科技有限公司成立，法定代表人为张晓东，注册资本为3000万元，经营范围包含：新兴能源技术研发；电子专用材料研发；能量回收系统研发；太阳能发电技术服务；发电技术服务等。股权数据显示，该公司由安徽仰光新能源科技有限公司、阳光电源旗下合肥春阳新能源投资有限公司共同持股。,jinrongjie
2026-02-28 10:10,300274,阳光电源,阳光电源等成立绿能科技公司,企查查APP显示，近日，安徽阳光绿能科技有限公司成立，法定代表人为张晓东，注册资本为3000万元，经营范围包含：新兴能源技术研发；电子专用材料研发；能量回收系统研发；太阳能发电技术服务；发电技术服务等。企查查股权穿透显示，该公司由安徽...,10jqka
2026-02-28 09:59:28,601728,中国电信,面壁智能开年获数亿元融资 中国电信领投,【面壁智能开年获数亿元融资 中国电信领投】近日，面壁智能完成马年春节之后首轮融资。本轮融资规模数亿元，由中国电信领投、中信金石、中信私募跟投。其中，中国电信作为战略投资方，将与面壁智能展开深度业务协同。中国电信将发挥云（算力）、网、端等方面的优势，面壁智能则依托其在泛司法、汽车、教育等领域的算法落地经验，双方通过优势互补，共同拓宽人工智能技术在更多复杂场景中的研发与应用。,eastmoney
2026-02-28 09:59,601728,中国电信,面壁智能开年获数亿元融资 中国电信领投,近日，面壁智能完成马年春节之后首轮融资。本轮融资规模数亿元，由中国电信领投、中信金石、中信私募跟投。其中，中国电信作为战略投资方，将与面壁智能展开深度业务协同。中国电信将发挥云（算力）、网、端等方面的优势，面壁智能则依托其在泛...,10jqka
2026-02-28 09:21,300033,同花顺,中国央行：今日开展1160亿元7天逆回购操作,中国央行：今日开展1160亿元7天逆回购操作，投标量1160亿元，中标量1160亿元，操作利率为1.40%，与此前持平。同花顺iFinD数据显示，今日无逆回购到期。,10jqka
